Metrics;LoadPoint;Bandwidth;src;dest;;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;14; ;0;0.024390244;0;0.013157895;0.015151515;0.012048193;0.012987013;0;0.012345679;0.013157895;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;8;4; ;0;0;0;0.011363636;0.013888889;0.014084507;0.013157895;0.011111111;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;9;6; ;0;0;0;0.012987013;0;0;0.012820513;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;6;1; ;0;0;0.011627907;0;0.028985507;0;0;0.015151515;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;2;10; ;0;0;0;0.013333333;0;0;0;0.034883721;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;5;10; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;12;13; ;0.025641026;0;0;0;0;0;0.010204082;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;12;3; ;0.012345679;0;0;0;0;0.013157895;0.011363636;0.013513514;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;8;5; ;0;0;0;0.013513514;0;0.011627907;0;0.010416667;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;11;14; ;0.012658228;0;0;0.012048193;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;9; ;0;0.012345679;0;0;0;0;0.025;0;0;0.011764706;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;6;12; ;0;0;0.014285714;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;3;9; ;0;0;0;0.011627907;0;0;0;0;0.031578947;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;11;6; ;0;0;0;0.011764706;0.012820513;0;0.010869565;0;0.026666667;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;10;7; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;9;1; ;0;0.015151515;0;0.013333333;0.025641026;0;0;0.013513514;0;0.01369863;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;12;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;2;12; ;0;0.012820513;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;5; ;0;0;0;0;0.011494253;0;0;0;0.02739726;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;3;4; ;0.011904762;0;0;0.01369863;0.020833333;0;0.039473684;0.013888889;0.021505376;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;9;11; ;0.011363636;0;0;0;0.014084507;0;0;0;0;0.025974026;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;10;12; ;0.010989011;0.012195122;0;0;0;0;0;0.012987013;0;0.012195122;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;3;11; ;0;0;0;0;0;0;0;0;0.011111111;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;4;6; ;0.013888889;0;0;0.012820513;0;0;0;0;0.012345679;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;5;13; ;0;0.01754386;0;0;0;0;0;0.010752688;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;14;1; ;0;0;0.012195122;0;0;0;0.013888889;0;0;0.012195122;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;14;7; ;0.011904762;0.016666667;0.013333333;0;0;0.047619048;0;0;0.013157895;0.011904762;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;8; ;0.013513514;0.024096386;0;0;0;0.022222222;0.012195122;0.015384615;0.011627907;0.025;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;12;11; ;0;0;0;0;0;0;0;0;0;0.015151515;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;5;6; ;0;0;0;0.011494253;0.011764706;0;0.015384615;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;12;14; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;10;3; ;0;0;0.013333333;0.014084507;0.012987013;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;11;10; ;0.011627907;0.012195122;0;0;0;0;0.011627907;0;0.023809524;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;5;8; ;0;0;0;0.012048193;0.026315789;0;0;0.0125;0.028571429;0.026666667;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;10;4; ;0.012987013;0;0.010752688;0;0;0;0;0;0;0.010989011;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;4;1; ;0.098039216;0.038461538;0.076923077;0.084337349;0.064516129;0.101123596;0.098765432;0.097560976;0.034883721;0.045454545;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;11;8; ;0;0.013513514;0.013157895;0.025;0;0;0.010989011;0;0.022727273;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;13;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;7;14; ;0;0;0.012048193;0;0;0.013157895;0;0;0;0.024390244;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;11;5; ;0;0.012820513;0;0;0;0;0;0.015873016;0.012048193;0.012987013;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;7; ;0.12345679;0.153846154;0.12;0.147727273;0.123287671;0.202702703;0.123287671;0.141176471;0.15942029;0.125;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;4;2; ;0;0.022988506;0.026315789;0;0.025641026;0.042105263;0;0.011764706;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;4;5; ;0.012987013;0.022222222;0;0.015151515;0;0;0;0;0.012345679;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;13;10; ;0;0;0;0;0;0.024390244;0.012987013;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;6; ;0;0.013333333;0.015384615;0;0.011627907;0;0;0;0.011627907;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;9;12; ;0;0;0;0.014084507;0;0;0.024390244;0;0;0.023529412;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;13;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;5;4; ;0;0;0.009803922;0;0.013157895;0.00990099;0;0.013513514;0.024691358;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;6;8; ;0;0;0;0.01010101;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;6;9; ;0;0;0;0;0;0;0;0;0;0.011235955;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;2; ;0;0;0;0.013157895;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;5;1; ;0;0;0;0;0;0.012048193;0.014285714;0;0;0.012658228;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;13;5; ;0;0;0;0;0.028169014;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;12;1; ;0.013888889;0.015151515;0;0;0;0.012048193;0;0;0.022727273;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;2;14; ;0.011627907;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;9;8; ;0;0.010752688;0;0;0.013333333;0;0.010638298;0;0.013513514;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;11;1; ;0.0125;0;0.012820513;0;0;0;0.014285714;0;0;0.012345679;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;3;8; ;0.029411765;0.023809524;0;0.011494253;0;0;0.035087719;0.012048193;0.053333333;0.012658228;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;4;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;8;10; ;0;0.015384615;0.021276596;0;0.027027027;0;0.014285714;0.010869565;0.013333333;0.0125;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;11; ;0.011904762;0;0;0;0;0;0;0;0.014492754;0.012048193;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;14;12; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;6;5; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;13;6; ;0.012658228;0;0;0;0.013157895;0;0;0;0;0.015151515;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;8;9; ;0;0;0.012048193;0;0.013888889;0;0.011235955;0;0.013333333;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;5;2; ;0.023529412;0.029411765;0.061728395;0.054054054;0.0375;0.013333333;0.011235955;0.013513514;0.038961039;0.0125;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;6;11; ;0;0.021978022;0;0;0.023809524;0;0.014705882;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;3;14; ;0;0;0;0;0;0;0;0;0.041666667;0.012658228;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;9;7; ;0;0;0.013513514;0;0.015151515;0.014084507;0;0;0;0.0125;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;10;5; ;0;0;0.011764706;0.012048193;0;0;0.015151515;0;0.013333333;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;6;2; ;0.011904762;0.012048193;0.012987013;0;0.011111111;0;0;0.012658228;0;0.040540541;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;6;4; ;0;0;0.016666667;0;0;0;0;0;0.022988506;0.025316456;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;10;1; ;0;0;0;0;0;0;0.011627907;0.010869565;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;4;8; ;0.010416667;0.012820513;0.026315789;0.014705882;0;0.011363636;0.011764706;0.0125;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;14;13; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;7;3; ;0;0;0;0.010526316;0;0;0;0.012658228;0;0.014084507;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;7;1; ;0.128205128;0.162790698;0.152941176;0.146341463;0.121621622;0.12;0.109756098;0.093023256;0.157142857;0.140625;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;3; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;11;12; ;0;0;0;0;0.010416667;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;6;10; ;0;0;0.011764706;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;10;2; ;0;0;0.010752688;0.012820513;0;0;0.013513514;0.042857143;0.014084507;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;3;2; ;0;0.013157895;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;4;12; ;0;0;0;0;0;0;0;0;0;0.010869565;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;2;7; ;0.024691358;0.03125;0.013157895;0;0.037974684;0;0.012345679;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;14;8; ;0.014084507;0.011235955;0;0;0;0;0;0;0.042857143;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;13; ;0.013888889;0.04;0;0;0;0;0.012195122;0;0;0.014705882;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;4;9; ;0.014492754;0;0;0.011494253;0.010638298;0;0;0;0;0.012658228;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;10;11; ;0;0;0;0.011764706;0;0;0;0;0.011363636;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;14;4; ;0.014084507;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;7;12; ;0;0.010869565;0.013157895;0;0;0;0;0;0.012820513;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;4;14; ;0;0.011904762;0;0;0;0;0;0.010989011;0;0.014492754;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;3;5; ;0;0;0;0.014925373;0;0;0;0;0;0.012820513;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;2;9; ;0.015625;0;0;0;0;0.014285714;0.013888889;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;8;12; ;0;0;0.011111111;0;0;0.012345679;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;13;3; ;0;0;0.015151515;0;0;0;0;0;0.015384615;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;2;3; ;0;0;0.013333333;0;0;0;0;0.013513514;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;5;12; ;0;0.012820513;0;0.012345679;0;0;0;0;0.024096386;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;13;8; ;0;0;0;0.01369863;0.011235955;0;0;0;0.025974026;0.010989011;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;10; ;0;0.010869565;0.010526316;0;0.022988506;0;0.023255814;0;0.022222222;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;11;9; ;0;0;0;0.014084507;0.014285714;0;0;0;0.013513514;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;12;6; ;0;0;0;0;0;0;0;0.014925373;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;7;8; ;0;0;0;0;0;0;0;0;0;0.011764706;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;8;6; ;0.010416667;0.012987013;0;0;0;0;0.012345679;0.013513514;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;7;11; ;0;0.014285714;0;0.024096386;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;3;1; ;0;0;0;0;0.009259259;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;4;13; ;0;0;0;0;0;0;0;0;0.015384615;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;7;4; ;0.012987013;0;0;0;0;0;0;0;0;0.027777778;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;3;7; ;0.010869565;0;0.029411765;0;0;0;0;0.011764706;0.012195122;0.011494253;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;10;8; ;0.021978022;0;0;0.012987013;0.012987013;0;0;0.013513514;0.01754386;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;9;14; ;0;0.012195122;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;3;10; ;0;0;0;0.04;0;0;0.027027027;0;0.012658228;0.013333333;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;14;3; ;0;0;0;0.012345679;0;0;0.012048193;0;0.011764706;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;3;6; ;0.014705882;0;0;0.023809524;0.03030303;0;0.025974026;0;0.034482759;0.024096386;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;9;10; ;0;0.012658228;0;0;0;0;0;0;0.013513514;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;14;9; ;0.014492754;0;0.012048193;0;0;0;0.012820513;0.011494253;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;9;13; ;0;0;0;0;0;0;0.012987013;0;0;0.011111111;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;12;10; ;0;0;0.014285714;0;0;0;0.012195122;0.013888889;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;12;8; ;0;0;0;0;0.010638298;0;0;0.023529412;0;0.026666667;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;7;2; ;0;0.027777778;0;0.014705882;0;0.012987013;0.013157895;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;7;13; ;0.0125;0;0.011494253;0;0;0.013888889;0.029411765;0;0;0.014084507;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;10;6; ;0;0;0;0.014705882;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;10;13; ;0;0;0.010989011;0;0;0;0.010309278;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;2;4; ;0;0.01369863;0;0;0;0;0.013888889;0.014705882;0.011764706;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;14;5; ;0;0.01;0;0;0;0;0;0.012345679;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;2;11; ;0;0;0;0;0;0.014492754;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;5;14; ;0;0;0.013333333;0;0;0;0;0;0;0.012195122;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;7;6; ;0;0.053333333;0.011627907;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;4; ;0.075949367;0.038461538;0.082191781;0.025316456;0.067567568;0.043478261;0.102272727;0.070422535;0.058252427;0.039473684;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;2;5; ;0.013513514;0.017241379;0.045977011;0.022988506;0.030927835;0.011494253;0;0;0.058823529;0.026315789;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;5;3; ;0;0.011494253;0.025974026;0.025641026;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;6;3; ;0;0.028571429;0.010638298;0;0;0.012195122;0.014285714;0.011363636;0;0.051948052;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;6;13; ;0;0.014492754;0.013333333;0.014285714;0.011111111;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;14;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;1;12; ;0.033333333;0;0;0;0;0;0;0;0.013513514;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;14;10; ;0.012987013;0;0;0.011494253;0.01369863;0.012345679;0;0;0.013888889;0;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;8;13; ;0;0;0.015384615;0.011235955;0.014492754;0.011904762;0;0.012658228;0.025641026;0.024691358;;
blocking probabilities per pair and bandwidth;2;100.0Gbps;11;3; ;0;0;0;0.010752688;0;0;0;0.012048193;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;8;14; ;0;0.012987013;0.011764706;0;0;0.01369863;0.013333333;0.014285714;0.014084507;0.010752688;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;13;12; ;0;0.0125;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;2;13; ;0;0;0;0;0;0;0;0.013513514;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;13;4; ;0;0.012987013;0;0.024096386;0;0;0;0.0125;0.026666667;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;6;7; ;0.024691358;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;11;7; ;0;0.039473684;0;0;0;0;0;0.012987013;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;6;14; ;0;0;0;0.012658228;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;8;1; ;0;0.015151515;0;0.0125;0;0;0.023529412;0;0.036585366;0.065217391;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;11;2; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;10;14; ;0;0.014084507;0;0.011363636;0;0;0.011764706;0;0;0.013157895;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;7;9; ;0;0.012658228;0.025974026;0.012195122;0;0;0;0;0.024691358;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;4;7; ;0.012987013;0.013333333;0.0125;0;0;0.030927835;0.01980198;0.012987013;0;0.011235955;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;8;11; ;0;0.012987013;0;0.027777778;0;0;0;0;0.014925373;0.025316456;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;12;9; ;0;0;0;0;0;0;0.016666667;0.010526316;0.011627907;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;12;5; ;0;0.0125;0;0;0;0.024390244;0;0;0.024390244;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;5;9; ;0;0;0.015873016;0.013157895;0.013513514;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;13;9; ;0;0.011627907;0;0;0;0;0.012658228;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;9;5; ;0;0;0;0.012345679;0;0;0.010752688;0.011235955;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;8;3; ;0.012345679;0.011904762;0;0.010869565;0.036585366;0.021052632;0;0.011904762;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;9;2; ;0;0;0.014084507;0;0;0;0.011627907;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;4;3; ;0.014925373;0.054347826;0.025974026;0.028985507;0.012820513;0.03030303;0;0;0.014285714;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;11;13; ;0;0;0;0;0;0;0;0.014084507;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;5;7; ;0;0.023809524;0.014084507;0.012048193;0.014285714;0;0.026666667;0.012195122;0.025974026;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;5;11; ;0.012345679;0;0;0;0;0;0.011363636;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;13;7; ;0.014285714;0;0;0.025;0.011494253;0.028169014;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;11;4; ;0;0;0;0;0;0;0;0;0;0.011627907;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;12;7; ;0;0.025974026;0;0;0;0;0;0.013157895;0;0.014492754;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;3;13; ;0;0;0.021978022;0.012195122;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;14;11; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;7;5; ;0.014285714;0;0;0.024691358;0;0.0125;0;0.02247191;0;0.013888889;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;14;6; ;0;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;12;4; ;0;0;0;0;0;0;0.013888889;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;13;14; ;0;0.01369863;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;9;4; ;0;0.012048193;0;0.011764706;0;0;0.0125;0;0;0.011904762;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;13;1; ;0;0;0;0;0;0;0;0.014285714;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;2;1; ;0.011904762;0;0;0;0;0;0;0;0;0;;
blocking probabilities per pair and bandwidth;2;200.0Gbps;10;9; ;0.011627907;0.015873016;0;0;0;0.010989011;0;0;0.011627907;0;;
